"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
assist_howoften_pastthreemonth_othersubstances,alcohol_smoking_and_substance_involvement_screenin,,radio,"In the PAST THREE MONTHS, how often have you used other substances?","0, Never | 2, Once or twice | 3, Monthly | 4, Weekly | 6, Daily or almost daily",,,,,,[assist_everused_othersubstance]=1,y,,,,,
assist_howoften_pastthreemonth_othersubstance_desire,alcohol_smoking_and_substance_involvement_screenin,,radio,"During the PAST THREE MONTHS, how often have you had a strong desire or urge to use any other substances?","0, Never | 3, Once or Twice | 4, Monthly | 5, Weekly | 6, Daily or almost daily",,,,,,[assist_howoften_pastthreemonth_othersubstances]!=0,y,,,,,
assist_othersubstance_ledto_problems,alcohol_smoking_and_substance_involvement_screenin,,radio,"During the PAST THREE MONTHS, how often has your use of other substances led to health, social, legal or financial problems?","0, Never | 4, Once or Twice | 5, Monthly | 6, Weekly | 7, Daily or almost daily",,,,,,[assist_howoften_pastthreemonth_othersubstances]!=0,y,,,,,
assist_howoften_failed_normaltasks_othersubstance,alcohol_smoking_and_substance_involvement_screenin,,radio,"During the PAST THREE MONTHS, how often have you failed to do what was normally expected of you because of your use of other substances?","0, Never | 5, Once or Twice | 6, Monthly | 7, Weekly | 8, Daily or almost daily",,,,,,[assist_howoften_pastthreemonth_othersubstances]!=0,y,,,,,
assist_people_concerned_othersubstanceuse,alcohol_smoking_and_substance_involvement_screenin,,radio,"Has a friend or relative or anyone else EVER expressed concern about your use of other substances?","0, No, never | 6, Yes, in the past three months | 3, Yes, but not in the past three months",,,,,,[assist_everused_othersubstance]=1,y,,,,,
assist_cut_down_othersubstances,alcohol_smoking_and_substance_involvement_screenin,,radio,"Have you EVER tried to cut down on using any other substances but failed?","0, No, never | 6, Yes, in the past three months | 3, Yes, but not in the past three months",,,,,,[assist_everused_othersubstance]=1,y,,,,,
tramadol,alcohol_smoking_and_substance_involvement_screenin,"Have you EVER used any drugs by injection?",radio,Tramadol,"0, No, never | 2, Yes, in the past three months | 1, Yes, but not in the past three months",,,,,,,y,,,injecting_drugs,,
morphine,alcohol_smoking_and_substance_involvement_screenin,,radio,Morphine,"0, No, never | 2, Yes, in the past three months | 1, Yes, but not in the past three months",,,,,,,y,,,injecting_drugs,,
pethidine,alcohol_smoking_and_substance_involvement_screenin,,radio,Pethidine,"0, No, never | 2, Yes, in the past three months | 1, Yes, but not in the past three months",,,,,,,y,,,injecting_drugs,,
other_drug_injection,alcohol_smoking_and_substance_involvement_screenin,,radio,Other,"0, No, never | 2, Yes, in the past three months | 1, Yes, but not in the past three months",,,,,,,y,,,injecting_drugs,,
other_drug_injection_specify,alcohol_smoking_and_substance_involvement_screenin,,text,"If Other, Specify.",,,,,,,[other_drug_injection]!=0,y,,,,,
important_note,alcohol_smoking_and_substance_involvement_screenin,,descriptive,"IMPORTANT NOTE: Patients who have injected drugs in the last 3 months should be asked about their pattern of injecting during this period, to determine their risk levels and the best course of intervention.",,,,,,,,,,,,,
reprod_history_pregnant,reproductive_history,,yesno,"Are you pregnant?",,,,,,,[sex]=0,y,,,,,
reprod_history_number_of_pregnacies,reproductive_history,,text,"How many pregnancies have you had?",,,integer,0,36,,[sex]=0,y,,,,,
reprod_num_of_live_births,reproductive_history,,text,"How many live births have you had?",,,integer,0,36,,[sex]=0,y,,,,,
repro_child_birth,reproductive_history,,text,"<div class=""rich-text-field-label""><p>How long ago was your last child birth?</p> <p><br /><span style=""font-weight: normal;"">Please provide the number of years</span></p></div>",,,integer,,,,[sex]=0,y,,,,,
reprod_number_of_children,reproductive_history,,text,"How many children do you have?",,,integer,0,99,,,y,,,,,
reprod_history_contraceptives,reproductive_history,,yesno,"Are you currently on contraceptives (birth control)",,,,,,,[sex]=0,y,,,,,
reprod_contraceptive_type,reproductive_history,,dropdown,"Type of contraceptives (birth control)","1, Birth control pills | 2, Birth control injection | 3, Coil | 4, Other",,,,,,[reprod_history_contraceptives]=1,y,,,,,
reprod_history_other_birth_control,reproductive_history,,text,"If Other, specify",,,,,,,[reprod_contraceptive_type]=4,y,,,,,
reprod_history_age_first_period,reproductive_history,,text,"What age were you when you had your first period?",,,integer,,,,[sex]=0,y,,,,,
reprod_history_regular_period,reproductive_history,,radio,"Do you have regular periods? (i.e. every 21-35 days)","0, No | 1, Yes | 2, Don't know | -8, Decline to answer",,,,,,[sex]=0,y,,,,,
repro_days_monthy_cycle,reproductive_history,,text,"How many days is your monthly cycle?",,,integer,0,31,,"[sex]=0 and [reprod_history_regular_period]=1",y,,,,,
reprod_history_last_period_remember,reproductive_history,,radio,"Do you remember when your last period was?","0, No | 1, Yes | 2, Don't know | -8, Decline to answer",,,,,,[sex]=0,y,,,,,
reprod_history_last_period_mm,reproductive_history,,text,"<div class=""rich-text-field-label""><p>When was your last period? (month)<br /><br /><em><span style=""font-weight: normal;"">mm</span></em></p></div>",,,integer,1,12,,[reprod_history_last_period_remember]=1,y,,,,,
reprod_history_last_period_yyyy,reproductive_history,,text,"<div class=""rich-text-field-label""><p>When was your last period? (year)<br /><br /><em><span style=""font-weight: normal;"">yyyy</span></em></p></div>",,,integer,,,,[reprod_history_last_period_remember]=1,y,,,,,
reprod_history_period_more_than_a_year,reproductive_history,,yesno,"Was your last period more than a year ago?",,,,,,,"([reprod_history_last_period_remember]=0 and [sex]=0) or ([reprod_history_last_period_remember]=2 and [sex]=0)",y,,,,,
partner_violence_notes,intimate_partner_violence,,descriptive,"This section will ask you some questions about your relationship with your wife or husband, boyfriend or girlfriend, or the person you consider your main intimate partner. If you don't have an intimate partner now, think about the person who was your most recent intimate partner. ",,,,,,,,,,,,,
partner_violence_partner,intimate_partner_violence,,dropdown,"Please tell me which person you are thinking about as you answer these questions.","1, Wife or husband | 2, Boyfriend or girlfriend | 3, Other intimate partner | 4, I have never had an intimate partner",,,,,,,y,,,,,
partner_violence_married_relationship,intimate_partner_violence,,dropdown,"Are you currently married to or in a relationship with this person?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_time_married,intimate_partner_violence,,dropdown,"How long ago were you married to or in a relationship with this person?","1, Within the past year | 2, More than a year ago",,,,,,[partner_violence_married_relationship]=2,y,,,,,
partner_violence_notes_2,intimate_partner_violence,,descriptive,"These questions ask about whether this person behaved in certain ways in the past year [or in the last year that you were together]. Interviewer: If the respondent is thinking about a relationship in the past, please adapt these questions to ask about the past tense, and to focus on the last or most recent year that you were together.",,,,,,,,,,,,,
partner_violence_insist_knowing,intimate_partner_violence,,dropdown,"During the past year, did this person ever insist on knowing where you are at all times?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_limit_contact,intimate_partner_violence,,dropdown,"During the past year, did this person ever try to limit your contact with your family?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_limit_friends,intimate_partner_violence,,dropdown,"During the past year, did this person ever tell you that you could not meet with your friends?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_humiliate,intimate_partner_violence,,dropdown,"During the past year, did this person ever say or do something to humiliate you in front of others?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_hurt,intimate_partner_violence,,dropdown,"During the past year, did this person ever threaten to hurt or harm you or someone you care about?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_push,intimate_partner_violence,,dropdown,"During the past year, did this person ever push, shove, or slap you?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_beat,intimate_partner_violence,,dropdown,"During the past year, did this person ever hit you with their fist, kick you, drag you, or beat you up?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_threaten,intimate_partner_violence,,dropdown,"During the past year, did this person ever threaten to use or actually use a gun, knife or other weapon against you?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_forced_sexual_intercourse,intimate_partner_violence,,dropdown,"During the past year, did this person ever physically force you to have sexual intercourse with them when you did not want to?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
partner_violence_sexual_intercourse_afraid,intimate_partner_violence,,dropdown,"During the past year, did you ever have sexual intercourse with this person that you did not want because you were afraid of what this person might do?","2, No | 1, Yes",,,,,,[partner_violence_partner]!=4,y,,,,,
mmas_forget_take_medicine,morisky_medication_adherence_scale,"Morisky Medication Adherence scale",radio,"Do you ever forget to take your depression medicine?","0, No | 1, Yes",,,,,,[case_control]=1,y,,,medication_adherence,,
mmas_problem_remembering_take_medicine,morisky_medication_adherence_scale,,radio,"Do you ever have problems remembering to take your depression medication?","0, No | 1, Yes",,,,,,[case_control]=1,y,,,medication_adherence,,
mmas_stop_taking_medicine_better,morisky_medication_adherence_scale,,radio,"When you feel better, do you sometimes stop taking your depression medicine?","0, No | 1, Yes",,,,,,[case_control]=1,y,,,medication_adherence,,
mmas_stop_taking_medicine_worse,morisky_medication_adherence_scale,,radio,"Sometimes if you feel worse when you take your depression medicine, do you stop taking it?","0, No | 1, Yes",,,,,,[case_control]=1,y,,,medication_adherence,,
antidepressant_use,history_of_antidepressant_use,,yesno,"During your current or most recent episode of depression or low mood, have you used any type of antidepressant medication continuously for a period of 6 weeks or longer?",,,,,,,[case_control]=1,y,,,,,
antidepressant_type,history_of_antidepressant_use,,checkbox,"If yes, what type?","1, Fluoxetine (Prozac Weekly, Prozac, Sarafem) | 2, Citalopram (Celexa) | 3, Tricyclic antidepressants (amitriptyline, imipramine) | 4, Sertraline | 5, Other",,,,,,[antidepressant_use]=1,y,,,,,
antidepressant_type_other,history_of_antidepressant_use,,text,"If Other, specify.",,,,,,,[antidepressant_type(5)]=1,y,,,,,
antidepressant_number_medications,history_of_antidepressant_use,,dropdown,"During the current or most recent episode of depression or low mood, how many antidepressant medications have you taken for 6 weeks or longer?","1, 1-2 medications | 2, >2 medications",,,,,,[antidepressant_use]=1,y,,,,,
antidepressant_how_long_flu,history_of_antidepressant_use,,dropdown,"For how long did you take/have you been taking Fluoxetine (Prozac Weekly, Prozac, Sarafem)?","1, 1 - 3 months | 2, 4 - 6 months | 3, 7 - 12 months",,,,,,[antidepressant_type(1)]=1,y,,,,,
antidepressant_how_long_cita,history_of_antidepressant_use,,dropdown,"For how long did you take/have you been taking Citalopram (Celexa)?","1, 1 - 3 months | 2, 4 - 6 months | 3, 7 - 12 months",,,,,,[antidepressant_type(2)]=1,y,,,,,
antidepressant_how_long_tric,history_of_antidepressant_use,,dropdown,"For how long did you take/have you been taking Tricyclic antidepressants (amitriptyline, imipramine)?","1, 1 - 3 months | 2, 4 - 6 months | 3, 7 - 12 months",,,,,,[antidepressant_type(3)]=1,y,,,,,
antidepressant_how_long_sert,history_of_antidepressant_use,,dropdown,"For how long did you take/have you been taking Sertraline?","1, 1 - 3 months | 2, 4 - 6 months | 3, 7 - 12 months",,,,,,[antidepressant_type(4)]=1,y,,,,,
antidepressant_how_long_other,history_of_antidepressant_use,,dropdown,"For how long did you take/have you been taking other antidepressants?","1, 1 - 3 months | 2, 4 - 6 months | 3, 7 - 12 months",,,,,,[antidepressant_type(5)]=1,y,,,,,
antidepressant_efficacy_flu,history_of_antidepressant_use,"How well does/did each antidepressant work for you?",radio,"Fluoxetine (Prozac Weekly, Prozac, Sarafem)","0, Not at all well | 1, Moderately well | 2, Very well | -88, Don't know",,,,,,[antidepressant_type(1)]=1,y,,,efficacy,,
antidepressant_efficacy_cita,history_of_antidepressant_use,,radio,"Citalopram (Celexa)","0, Not at all well | 1, Moderately well | 2, Very well | -88, Don't know",,,,,,[antidepressant_type(2)]=1,y,,,efficacy,,
antidepressant_efficacy_tric,history_of_antidepressant_use,,radio,"Tricyclic antidepressants (amitriptyline, imipramine)","0, Not at all well | 1, Moderately well | 2, Very well | -88, Don't know",,,,,,[antidepressant_type(3)]=1,y,,,efficacy,,
antidepressant_efficacy_sert,history_of_antidepressant_use,,radio,Sertraline,"0, Not at all well | 1, Moderately well | 2, Very well | -88, Don't know",,,,,,[antidepressant_type(4)]=1,y,,,efficacy,,
antidepressant_efficacy_other,history_of_antidepressant_use,,radio,Other,"0, Not at all well | 1, Moderately well | 2, Very well | -88, Don't know",,,,,,[antidepressant_type(5)]=1,y,,,efficacy,,
antidepressant_impr_flu,history_of_antidepressant_use,"After taking each antidepressant for a period of time, did you ever experience any further symptoms associated with the condition for which you were prescribed antidepressants?",radio,"Fluoxetine (Prozac Weekly, Prozac, Sarafem)","0, No | 1, Yes",,,,,,[antidepressant_type(1)]=1,y,,,improvements,,
antidepressant_impr_cita,history_of_antidepressant_use,,radio,"Citalopram (Celexa)","0, No | 1, Yes",,,,,,[antidepressant_type(2)]=1,y,,,improvements,,
antidepressant_impr_tric,history_of_antidepressant_use,,radio,"Tricyclic antidepressants (amitriptyline, imipramine)","0, No | 1, Yes",,,,,,[antidepressant_type(3)]=1,y,,,improvements,,
antidepressant_impr_sert,history_of_antidepressant_use,,radio,Sertraline,"0, No | 1, Yes",,,,,,[antidepressant_type(4)]=1,y,,,improvements,,
antidepressant_impr_other,history_of_antidepressant_use,,radio,Other,"0, No | 1, Yes",,,,,,[antidepressant_type(5)]=1,y,,,improvements,,
glad_notes,glad_medications_questionnaire_antidepressants,,descriptive,"The following questions ask about medication that you may have taken for a range of different disorders. We would like to know more information about which medications you have tried and how they worked for you.

",,,,,,,,,,,,,
glad_side_effects,glad_medications_questionnaire_antidepressants,,yesno,"Have you ever experienced side effects from any medication that you have taken?",,,,,,,[case_control]=1,y,,,,,
glad_sideeffect_fluoxetine,glad_medications_questionnaire_antidepressants,,checkbox,"Which side effects did you experience from using the Fluoxetine (Prozac Weekly, Prozac, Sarafem) antidepressant?","1, Dry mouth | 2, Sweating | 3, Nausea | 4, Vomiting | 5, Diarrhoea | 6, Constipation | 7, Headache | 8, Dizziness | 9, Memory problems | 10, Attention/concentration difficulties | 11, Shaking | 12, Muscle pain | 13, Sleepiness/drowsiness | 14, Difficulty getting to sleep | 15, Increased anxiety | 16, Fast heart beat | 17, Restlessness/agitation | 18, Fatigue or weakness | 19, Change in appetite, | 20, Weight gain | 21, Weight loss | 22, Itching | 23, Rash | 24, Runny nose | 25, Reduced sexual desire | 26, Menstrual problems/irregularities | 27, Blurred vision | 28, Suicidal thoughts | 29, Attempted suicide | 30, Other | 31, No side effects",,,,,,"[glad_side_effects]=1 AND [antidepressant_type(1)]=1",y,,,,,
glad_sideeffect_citalopram,glad_medications_questionnaire_antidepressants,,checkbox,"Which side effects did you experience from using the Citalopram (Celexa) antidepressant?","1, Dry mouth | 2, Sweating | 3, Nausea | 4, Vomiting | 5, Diarrhoea | 6, Constipation | 7, Headache | 8, Dizziness | 9, Memory problems | 10, Attention/concentration difficulties | 11, Shaking | 12, Muscle pain | 13, Sleepiness/drowsiness | 14, Difficulty getting to sleep | 15, Increased anxiety | 16, Fast heart beat | 17, Restlessness/agitation | 18, Fatigue or weakness | 19, Change in appetite, | 20, Weight gain | 21, Weight loss | 22, Itching | 23, Rash | 24, Runny nose | 25, Reduced sexual desire | 26, Menstrual problems/irregularities | 27, Blurred vision | 28, Suicidal thoughts | 29, Attempted suicide | 30, Other | 31, No side effects",,,,,,"[antidepressant_type(2)]=1 and [glad_side_effects]=1",y,,,,,
glad_sideeffect_tricyclic,glad_medications_questionnaire_antidepressants,,checkbox,"Which side effects did you experience from using the Tricyclic antidepressants (amitriptyline, imipramine) antidepressant?","1, Dry mouth | 2, Sweating | 3, Nausea | 4, Vomiting | 5, Diarrhoea | 6, Constipation | 7, Headache | 8, Dizziness | 9, Memory problems | 10, Attention/concentration difficulties | 11, Shaking | 12, Muscle pain | 13, Sleepiness/drowsiness | 14, Difficulty getting to sleep | 15, Increased anxiety | 16, Fast heart beat | 17, Restlessness/agitation | 18, Fatigue or weakness | 19, Change in appetite, | 20, Weight gain | 21, Weight loss | 22, Itching | 23, Rash | 24, Runny nose | 25, Reduced sexual desire | 26, Menstrual problems/irregularities | 27, Blurred vision | 28, Suicidal thoughts | 29, Attempted suicide | 30, Other | 31, No side effects",,,,,,"[antidepressant_type(3)]=1 and [glad_side_effects]=1",y,,,,,
glad_sideeffect_setraline,glad_medications_questionnaire_antidepressants,,checkbox,"Which side effects did you experience from using the Sertraline antidepressant?","1, Dry mouth | 2, Sweating | 3, Nausea | 4, Vomiting | 5, Diarrhoea | 6, Constipation | 7, Headache | 8, Dizziness | 9, Memory problems | 10, Attention/concentration difficulties | 11, Shaking | 12, Muscle pain | 13, Sleepiness/drowsiness | 14, Difficulty getting to sleep | 15, Increased anxiety | 16, Fast heart beat | 17, Restlessness/agitation | 18, Fatigue or weakness | 19, Change in appetite, | 20, Weight gain | 21, Weight loss | 22, Itching | 23, Rash | 24, Runny nose | 25, Reduced sexual desire | 26, Menstrual problems/irregularities | 27, Blurred vision | 28, Suicidal thoughts | 29, Attempted suicide | 30, Other | 31, No side effects",,,,,,"[antidepressant_type(4)]=1 and [glad_side_effects]=1",y,,,,,
glad_sideeffect_other,glad_medications_questionnaire_antidepressants,,checkbox,"Which side effects did you experience from using any other antidepressant?","1, Dry mouth | 2, Sweating | 3, Nausea | 4, Vomiting | 5, Diarrhoea | 6, Constipation | 7, Headache | 8, Dizziness | 9, Memory problems | 10, Attention/concentration difficulties | 11, Shaking | 12, Muscle pain | 13, Sleepiness/drowsiness | 14, Difficulty getting to sleep | 15, Increased anxiety | 16, Fast heart beat | 17, Restlessness/agitation | 18, Fatigue or weakness | 19, Change in appetite, | 20, Weight gain | 21, Weight loss | 22, Itching | 23, Rash | 24, Runny nose | 25, Reduced sexual desire | 26, Menstrual problems/irregularities | 27, Blurred vision | 28, Suicidal thoughts | 29, Attempted suicide | 30, Other | 31, No side effects",,,,,,"[antidepressant_type(5)]=1 and [glad_side_effects]=1",y,,,,,
sideeffect_dry_mouth_flu,glad_medications_questionnaire_antidepressants,"Overall, how would you rate the side-effects of taking Fluoxetine (Prozac Weekly, Prozac, Sarafem) antidepressants? Lowest / worst rating (for example, very bad side-effects) = 1 star, highest / best rating (for example, no side-effects or only very mild side-effects) = 5 stars",radio,"Dry mouth","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(1)]=1,y,,,side_effects_fluoxetine,,
sideeffect_sweating_flu,glad_medications_questionnaire_antidepressants,,radio,Sweating,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(2)]=1,y,,,side_effects_fluoxetine,,
sideeffect_nausea_flu,glad_medications_questionnaire_antidepressants,,radio,Nausea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(3)]=1,y,,,side_effects_fluoxetine,,
sideeffect_vomiting_flu,glad_medications_questionnaire_antidepressants,,radio,Vomiting,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(4)]=1,y,,,side_effects_fluoxetine,,
sideeffect_diarrhoea_flu,glad_medications_questionnaire_antidepressants,,radio,Diarrhoea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(5)]=1,y,,,side_effects_fluoxetine,,
sideeffect_constipation_flu,glad_medications_questionnaire_antidepressants,,radio,Constipation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(6)]=1,y,,,side_effects_fluoxetine,,
sideeffect_headache_flu,glad_medications_questionnaire_antidepressants,,radio,Headache,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(7)]=1,y,,,side_effects_fluoxetine,,
sideeffect_dizziness_flu,glad_medications_questionnaire_antidepressants,,radio,Dizziness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(8)]=1,y,,,side_effects_fluoxetine,,
sideeffect_memory_problems_flu,glad_medications_questionnaire_antidepressants,,radio,"memory problems","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(9)]=1,y,,,side_effects_fluoxetine,,
sideeffect_attention_difficulties_flu,glad_medications_questionnaire_antidepressants,,radio,"Attention/concentration difficulties","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(10)]=1,y,,,side_effects_fluoxetine,,
sideeffect_shaking_flu,glad_medications_questionnaire_antidepressants,,radio,Shaking,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(11)]=1,y,,,side_effects_fluoxetine,,
sideeffect_muscle_pain_flu,glad_medications_questionnaire_antidepressants,,radio,"Muscle pain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(12)]=1,y,,,side_effects_fluoxetine,,
sideeffect_sleepiness_flu,glad_medications_questionnaire_antidepressants,,radio,Sleepiness/drowsiness,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(13)]=1,y,,,side_effects_fluoxetine,,
sideeffect_difficulty_sleeping_flu,glad_medications_questionnaire_antidepressants,,radio,"Difficulty getting to sleep","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(14)]=1,y,,,side_effects_fluoxetine,,
sideeffect_increased_anxiety_flu,glad_medications_questionnaire_antidepressants,,radio,"Increased anxiety","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(15)]=1,y,,,side_effects_fluoxetine,,
sideeffect_fast_heart_beat_flu,glad_medications_questionnaire_antidepressants,,radio,"Fast heart beat","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(16)]=1,y,,,side_effects_fluoxetine,,
sideeffect_restlessness_flu,glad_medications_questionnaire_antidepressants,,radio,Restlessness/agitation,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(17)]=1,y,,,side_effects_fluoxetine,,
sideeffect_fatigue,glad_medications_questionnaire_antidepressants,,radio,"Fatigue or weakness","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(18)]=1,y,,,side_effects_fluoxetine,,
sideeffect_change_in_appetite_flu,glad_medications_questionnaire_antidepressants,,radio,"Change in appetite","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(19)]=1,y,,,side_effects_fluoxetine,,
sideeffect_weight_gain_flu,glad_medications_questionnaire_antidepressants,,radio,"Weight gain","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(20)]=1,y,,,side_effects_fluoxetine,,
sideeffect_weight_loss_flu,glad_medications_questionnaire_antidepressants,,radio,"Weight loss","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(21)]=1,y,,,side_effects_fluoxetine,,
sideeffect_itching_flu,glad_medications_questionnaire_antidepressants,,radio,Itching,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(22)]=1,y,,,side_effects_fluoxetine,,
sideeffect_rash_flu,glad_medications_questionnaire_antidepressants,,radio,Rash,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(23)]=1,y,,,side_effects_fluoxetine,,
sideeffect_runny_nose_flu,glad_medications_questionnaire_antidepressants,,radio,"Runny nose","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(24)]=1,y,,,side_effects_fluoxetine,,
sideeffect_reduced_sexual_desire_flu,glad_medications_questionnaire_antidepressants,,radio,"Reduced sexual desire","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(25)]=1,y,,,side_effects_fluoxetine,,
sideeffect_menstrual_problems_flu,glad_medications_questionnaire_antidepressants,,radio,"Menstrual problems/irregularities","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(26)]=1,y,,,side_effects_fluoxetine,,
sideeffect_blurred_vision_flu,glad_medications_questionnaire_antidepressants,,radio,"Blurred vision","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(27)]=1,y,,,side_effects_fluoxetine,,
sideeffect_suicidal_thoughts_flu,glad_medications_questionnaire_antidepressants,,radio,"Suicidal thoughts","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(28)]=1,y,,,side_effects_fluoxetine,,
sideeffect_attempted_suicide_flu,glad_medications_questionnaire_antidepressants,,radio,"Attempted suicide","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(29)]=1,y,,,side_effects_fluoxetine,,
sideeffect_other_flu,glad_medications_questionnaire_antidepressants,,radio,Other,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_fluoxetine(30)]=1,y,,,side_effects_fluoxetine,,
sideeffect_dry_mouth_cita,glad_medications_questionnaire_antidepressants,"Overall, how would you rate the side-effects of taking  Citalopram (Celexa) antidepressants? Lowest / worst rating (for example, very bad side-effects) = 1 star, highest / best rating (for example, no side-effects or only very mild side-effects) = 5 stars",radio,"Dry mouth","1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(1)]=1,y,,,sideeffects_citalopram,,
sideeffect_sweating_cita,glad_medications_questionnaire_antidepressants,,radio,Sweating,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(2)]=1,y,,,sideeffects_citalopram,,
sideeffect_nausea_cita,glad_medications_questionnaire_antidepressants,,radio,Nausea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(3)]=1,y,,,sideeffects_citalopram,,
sideeffect_vomiting_cita,glad_medications_questionnaire_antidepressants,,radio,Vomiting,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(4)]=1,y,,,sideeffects_citalopram,,
sideeffect_diarrhoea_cita,glad_medications_questionnaire_antidepressants,,radio,Diarrhoea,"1, 1 star | 2, 2 stars | 3, 3 stars | 4, 4 stars | 5, 5 stars",,,,,,[glad_sideeffect_citalopram(5)]=1,y,,,sideeffects_citalopram,,
